Condition,HCUP_ORDER,GROUP_HCUP,DIAGNOSIS_CODE,SHORT_DESCRIPTION
CONECTIVEDISEASE,199,Other connective tissue disease,M70831,"Oth soft tissue disorders related to use/pressure, r forearm"
CONECTIVEDISEASE,199,Other connective tissue disease,M70832,"Oth soft tissue disorders related to use/pressure, l forearm"
CONECTIVEDISEASE,199,Other connective tissue disease,M70839,"Oth soft tissue disord related to use/pressure, unsp forearm"
CONECTIVEDISEASE,199,Other connective tissue disease,M70841,"Oth soft tissue disorders related to use/pressure, r hand"
CONECTIVEDISEASE,199,Other connective tissue disease,M70842,"Oth soft tissue disorders related to use/pressure, left hand"
CONECTIVEDISEASE,199,Other connective tissue disease,M70849,"Oth soft tissue disorders related to use/pressure, unsp hand"
CONECTIVEDISEASE,199,Other connective tissue disease,M70851,"Oth soft tissue disord related to use/pressure, right thigh"
CONECTIVEDISEASE,199,Other connective tissue disease,M70852,"Oth soft tissue disord related to use/pressure, left thigh"
CONECTIVEDISEASE,199,Other connective tissue disease,M70859,"Oth soft tissue disord related to use/pressure, unsp thigh"
CONECTIVEDISEASE,199,Other connective tissue disease,M70861,"Oth soft tissue disorders related to use/pressure, r low leg"
CONECTIVEDISEASE,199,Other connective tissue disease,M70862,"Oth soft tissue disorders related to use/pressure, l low leg"
CONECTIVEDISEASE,199,Other connective tissue disease,M70869,"Oth soft tissue disorders related to use/pressure, unsp leg"
CONECTIVEDISEASE,199,Other connective tissue disease,M70871,"Oth soft tissue disord related to use/pressure, right ank/ft"
CONECTIVEDISEASE,199,Other connective tissue disease,M70872,"Oth soft tissue disord related to use/pressure, left ank/ft"
CONECTIVEDISEASE,199,Other connective tissue disease,M70879,"Oth soft tissue disord related to use/pressure, unsp ank/ft"
CONECTIVEDISEASE,199,Other connective tissue disease,M7088,Oth soft tissue disorders related to use/pressure oth site
CONECTIVEDISEASE,199,Other connective tissue disease,M7089,Oth soft tissue disord related to use/pressure mult sites
CONECTIVEDISEASE,199,Other connective tissue disease,M7090,Unsp soft tissue disord related to use/pressure of unsp site
CONECTIVEDISEASE,199,Other connective tissue disease,M70911,"Unsp soft tissue disord related to use/pressure, r shoulder"
CONECTIVEDISEASE,199,Other connective tissue disease,M70912,"Unsp soft tissue disord related to use/pressure, l shoulder"
CONECTIVEDISEASE,199,Other connective tissue disease,M70919,"Unsp soft tissue disord related to use/pressure, unsp shldr"
CONECTIVEDISEASE,199,Other connective tissue disease,M70921,"Unsp soft tissue disorder related to use/pressure, r up arm"
CONECTIVEDISEASE,199,Other connective tissue disease,M70922,"Unsp soft tissue disorder related to use/pressure, l up arm"
CONECTIVEDISEASE,199,Other connective tissue disease,M70929,"Unsp soft tissue disord related to use/pressure, unsp up arm"
CONECTIVEDISEASE,199,Other connective tissue disease,M70931,"Unsp soft tissue disorder related to use/pressure, r forearm"
CONECTIVEDISEASE,199,Other connective tissue disease,M70932,"Unsp soft tissue disorder related to use/pressure, l forearm"
CONECTIVEDISEASE,199,Other connective tissue disease,M70939,"Unsp soft tissue disord rel to use/pressure, unsp forearm"
CONECTIVEDISEASE,199,Other connective tissue disease,M70941,"Unsp soft tissue disorder related to use/pressure, r hand"
CONECTIVEDISEASE,199,Other connective tissue disease,M70942,"Unsp soft tissue disorder related to use/pressure, left hand"
CONECTIVEDISEASE,199,Other connective tissue disease,M70949,"Unsp soft tissue disorder related to use/pressure, unsp hand"
CONECTIVEDISEASE,199,Other connective tissue disease,M70951,"Unsp soft tissue disord related to use/pressure, right thigh"
CONECTIVEDISEASE,199,Other connective tissue disease,M70952,"Unsp soft tissue disord related to use/pressure, left thigh"
CONECTIVEDISEASE,199,Other connective tissue disease,M70959,"Unsp soft tissue disord related to use/pressure, unsp thigh"
CONECTIVEDISEASE,199,Other connective tissue disease,M70961,"Unsp soft tissue disorder related to use/pressure, r low leg"
CONECTIVEDISEASE,199,Other connective tissue disease,M70962,"Unsp soft tissue disorder related to use/pressure, l low leg"
CONECTIVEDISEASE,199,Other connective tissue disease,M70969,"Unsp soft tissue disord rel to use/pressure, unsp low leg"
CONECTIVEDISEASE,199,Other connective tissue disease,M70971,"Unsp soft tissue disord rel to use/pressure, right ank/ft"
CONECTIVEDISEASE,199,Other connective tissue disease,M70972,"Unsp soft tissue disord related to use/pressure, left ank/ft"
CONECTIVEDISEASE,199,Other connective tissue disease,M70979,"Unsp soft tissue disord related to use/pressure, unsp ank/ft"
CONECTIVEDISEASE,199,Other connective tissue disease,M7098,Unsp soft tissue disorder related to use/pressure oth
CONECTIVEDISEASE,199,Other connective tissue disease,M7099,Unsp soft tissue disord related to use/pressure mult sites
CONECTIVEDISEASE,199,Other connective tissue disease,M7100,"Abscess of bursa, unspecified site"
CONECTIVEDISEASE,199,Other connective tissue disease,M71011,"Abscess of bursa, right shoulder"
CONECTIVEDISEASE,199,Other connective tissue disease,M71012,"Abscess of bursa, left shoulder"
CONECTIVEDISEASE,199,Other connective tissue disease,M71019,"Abscess of bursa, unspecified shoulder"
CONECTIVEDISEASE,199,Other connective tissue disease,M71021,"Abscess of bursa, right elbow"
CONECTIVEDISEASE,199,Other connective tissue disease,M71022,"Abscess of bursa, left elbow"
CONECTIVEDISEASE,199,Other connective tissue disease,M71029,"Abscess of bursa, unspecified elbow"
CONECTIVEDISEASE,199,Other connective tissue disease,M71031,"Abscess of bursa, right wrist"
CONECTIVEDISEASE,199,Other connective tissue disease,M71032,"Abscess of bursa, left wrist"
CONECTIVEDISEASE,199,Other connective tissue disease,M71039,"Abscess of bursa, unspecified wrist"
CONECTIVEDISEASE,199,Other connective tissue disease,M71041,"Abscess of bursa, right hand"
CONECTIVEDISEASE,199,Other connective tissue disease,M71042,"Abscess of bursa, left hand"
CONECTIVEDISEASE,199,Other connective tissue disease,M71049,"Abscess of bursa, unspecified hand"
CONECTIVEDISEASE,199,Other connective tissue disease,M71051,"Abscess of bursa, right hip"
CONECTIVEDISEASE,199,Other connective tissue disease,M71052,"Abscess of bursa, left hip"
CONECTIVEDISEASE,199,Other connective tissue disease,M71059,"Abscess of bursa, unspecified hip"
CONECTIVEDISEASE,199,Other connective tissue disease,M71061,"Abscess of bursa, right knee"
CONECTIVEDISEASE,199,Other connective tissue disease,M71062,"Abscess of bursa, left knee"
CONECTIVEDISEASE,199,Other connective tissue disease,M71069,"Abscess of bursa, unspecified knee"
CONECTIVEDISEASE,199,Other connective tissue disease,M71071,"Abscess of bursa, right ankle and foot"
CONECTIVEDISEASE,199,Other connective tissue disease,M71072,"Abscess of bursa, left ankle and foot"
CONECTIVEDISEASE,199,Other connective tissue disease,M71079,"Abscess of bursa, unspecified ankle and foot"
CONECTIVEDISEASE,199,Other connective tissue disease,M7108,"Abscess of bursa, other site"
CONECTIVEDISEASE,199,Other connective tissue disease,M7109,"Abscess of bursa, multiple sites"
CONECTIVEDISEASE,199,Other connective tissue disease,M7110,"Other infective bursitis, unspecified site"
CONECTIVEDISEASE,199,Other connective tissue disease,M71111,"Other infective bursitis, right shoulder"
CONECTIVEDISEASE,199,Other connective tissue disease,M71112,"Other infective bursitis, left shoulder"
CONECTIVEDISEASE,199,Other connective tissue disease,M71119,"Other infective bursitis, unspecified shoulder"
CONECTIVEDISEASE,199,Other connective tissue disease,M71121,"Other infective bursitis, right elbow"
CONECTIVEDISEASE,199,Other connective tissue disease,M71122,"Other infective bursitis, left elbow"
CONECTIVEDISEASE,199,Other connective tissue disease,M71129,"Other infective bursitis, unspecified elbow"
CONECTIVEDISEASE,199,Other connective tissue disease,M71131,"Other infective bursitis, right wrist"
CONECTIVEDISEASE,199,Other connective tissue disease,M71132,"Other infective bursitis, left wrist"
CONECTIVEDISEASE,199,Other connective tissue disease,M71139,"Other infective bursitis, unspecified wrist"
CONECTIVEDISEASE,199,Other connective tissue disease,M71141,"Other infective bursitis, right hand"
CONECTIVEDISEASE,199,Other connective tissue disease,M71142,"Other infective bursitis, left hand"
CONECTIVEDISEASE,199,Other connective tissue disease,M71149,"Other infective bursitis, unspecified hand"
CONECTIVEDISEASE,199,Other connective tissue disease,M71151,"Other infective bursitis, right hip"
CONECTIVEDISEASE,199,Other connective tissue disease,M71152,"Other infective bursitis, left hip"
CONECTIVEDISEASE,199,Other connective tissue disease,M71159,"Other infective bursitis, unspecified hip"
CONECTIVEDISEASE,199,Other connective tissue disease,M71161,"Other infective bursitis, right knee"
CONECTIVEDISEASE,199,Other connective tissue disease,M71162,"Other infective bursitis, left knee"
CONECTIVEDISEASE,199,Other connective tissue disease,M71169,"Other infective bursitis, unspecified knee"
CONECTIVEDISEASE,199,Other connective tissue disease,M71171,"Other infective bursitis, right ankle and foot"
CONECTIVEDISEASE,199,Other connective tissue disease,M71172,"Other infective bursitis, left ankle and foot"
CONECTIVEDISEASE,199,Other connective tissue disease,M71179,"Other infective bursitis, unspecified ankle and foot"
CONECTIVEDISEASE,199,Other connective tissue disease,M7118,"Other infective bursitis, other site"
CONECTIVEDISEASE,199,Other connective tissue disease,M7119,"Other infective bursitis, multiple sites"
CONECTIVEDISEASE,199,Other connective tissue disease,M7120,"Synovial cyst of popliteal space [Baker], unspecified knee"
CONECTIVEDISEASE,199,Other connective tissue disease,M7121,"Synovial cyst of popliteal space [Baker], right knee"
CONECTIVEDISEASE,199,Other connective tissue disease,M7122,"Synovial cyst of popliteal space [Baker], left knee"
CONECTIVEDISEASE,199,Other connective tissue disease,M7130,"Other bursal cyst, unspecified site"
CONECTIVEDISEASE,199,Other connective tissue disease,M71311,"Other bursal cyst, right shoulder"
CONECTIVEDISEASE,199,Other connective tissue disease,M71312,"Other bursal cyst, left shoulder"
CONECTIVEDISEASE,199,Other connective tissue disease,M71319,"Other bursal cyst, unspecified shoulder"
CONECTIVEDISEASE,199,Other connective tissue disease,M71321,"Other bursal cyst, right elbow"
CONECTIVEDISEASE,199,Other connective tissue disease,M71322,"Other bursal cyst, left elbow"
CONECTIVEDISEASE,199,Other connective tissue disease,M71329,"Other bursal cyst, unspecified elbow"
CONECTIVEDISEASE,199,Other connective tissue disease,M71331,"Other bursal cyst, right wrist"
CONECTIVEDISEASE,199,Other connective tissue disease,M71332,"Other bursal cyst, left wrist"
CONECTIVEDISEASE,199,Other connective tissue disease,M71339,"Other bursal cyst, unspecified wrist"
CONECTIVEDISEASE,199,Other connective tissue disease,M71341,"Other bursal cyst, right hand"
CONECTIVEDISEASE,199,Other connective tissue disease,M71342,"Other bursal cyst, left hand"
CONECTIVEDISEASE,199,Other connective tissue disease,M71349,"Other bursal cyst, unspecified hand"
CONECTIVEDISEASE,199,Other connective tissue disease,M71351,"Other bursal cyst, right hip"
CONECTIVEDISEASE,199,Other connective tissue disease,M71352,"Other bursal cyst, left hip"
CONECTIVEDISEASE,199,Other connective tissue disease,M71359,"Other bursal cyst, unspecified hip"
CONECTIVEDISEASE,199,Other connective tissue disease,M71371,"Other bursal cyst, right ankle and foot"
CONECTIVEDISEASE,199,Other connective tissue disease,M71372,"Other bursal cyst, left ankle and foot"
CONECTIVEDISEASE,199,Other connective tissue disease,M71379,"Other bursal cyst, unspecified ankle and foot"
CONECTIVEDISEASE,199,Other connective tissue disease,M7138,"Other bursal cyst, other site"
CONECTIVEDISEASE,199,Other connective tissue disease,M7139,"Other bursal cyst, multiple sites"
CONECTIVEDISEASE,199,Other connective tissue disease,M7140,"Calcium deposit in bursa, unspecified site"
CONECTIVEDISEASE,199,Other connective tissue disease,M71421,"Calcium deposit in bursa, right elbow"
CONECTIVEDISEASE,199,Other connective tissue disease,M71422,"Calcium deposit in bursa, left elbow"
CONECTIVEDISEASE,199,Other connective tissue disease,M71429,"Calcium deposit in bursa, unspecified elbow"
CONECTIVEDISEASE,199,Other connective tissue disease,M71431,"Calcium deposit in bursa, right wrist"
CONECTIVEDISEASE,199,Other connective tissue disease,M71432,"Calcium deposit in bursa, left wrist"
CONECTIVEDISEASE,199,Other connective tissue disease,M71439,"Calcium deposit in bursa, unspecified wrist"
CONECTIVEDISEASE,199,Other connective tissue disease,M71441,"Calcium deposit in bursa, right hand"
CONECTIVEDISEASE,199,Other connective tissue disease,M71442,"Calcium deposit in bursa, left hand"
CONECTIVEDISEASE,199,Other connective tissue disease,M71449,"Calcium deposit in bursa, unspecified hand"
CONECTIVEDISEASE,199,Other connective tissue disease,M71451,"Calcium deposit in bursa, right hip"
CONECTIVEDISEASE,199,Other connective tissue disease,M71452,"Calcium deposit in bursa, left hip"
CONECTIVEDISEASE,199,Other connective tissue disease,M71459,"Calcium deposit in bursa, unspecified hip"
CONECTIVEDISEASE,199,Other connective tissue disease,M71461,"Calcium deposit in bursa, right knee"
CONECTIVEDISEASE,199,Other connective tissue disease,M71462,"Calcium deposit in bursa, left knee"
CONECTIVEDISEASE,199,Other connective tissue disease,M71469,"Calcium deposit in bursa, unspecified knee"
CONECTIVEDISEASE,199,Other connective tissue disease,M71471,"Calcium deposit in bursa, right ankle and foot"
CONECTIVEDISEASE,199,Other connective tissue disease,M71472,"Calcium deposit in bursa, left ankle and foot"
CONECTIVEDISEASE,199,Other connective tissue disease,M71479,"Calcium deposit in bursa, unspecified ankle and foot"
CONECTIVEDISEASE,199,Other connective tissue disease,M7148,"Calcium deposit in bursa, other site"
CONECTIVEDISEASE,199,Other connective tissue disease,M7149,"Calcium deposit in bursa, multiple sites"
CONECTIVEDISEASE,199,Other connective tissue disease,M7150,"Other bursitis, not elsewhere classified, unspecified site"
CONECTIVEDISEASE,199,Other connective tissue disease,M71521,"Other bursitis, not elsewhere classified, right elbow"
CONECTIVEDISEASE,199,Other connective tissue disease,M71522,"Other bursitis, not elsewhere classified, left elbow"
CONECTIVEDISEASE,199,Other connective tissue disease,M71529,"Other bursitis, not elsewhere classified, unspecified elbow"
CONECTIVEDISEASE,199,Other connective tissue disease,M71531,"Other bursitis, not elsewhere classified, right wrist"
CONECTIVEDISEASE,199,Other connective tissue disease,M71532,"Other bursitis, not elsewhere classified, left wrist"
CONECTIVEDISEASE,199,Other connective tissue disease,M71539,"Other bursitis, not elsewhere classified, unspecified wrist"
CONECTIVEDISEASE,199,Other connective tissue disease,M71541,"Other bursitis, not elsewhere classified, right hand"
CONECTIVEDISEASE,199,Other connective tissue disease,M71542,"Other bursitis, not elsewhere classified, left hand"
CONECTIVEDISEASE,199,Other connective tissue disease,M71549,"Other bursitis, not elsewhere classified, unspecified hand"
CONECTIVEDISEASE,199,Other connective tissue disease,M71551,"Other bursitis, not elsewhere classified, right hip"
CONECTIVEDISEASE,199,Other connective tissue disease,M71552,"Other bursitis, not elsewhere classified, left hip"
CONECTIVEDISEASE,199,Other connective tissue disease,M71559,"Other bursitis, not elsewhere classified, unspecified hip"
CONECTIVEDISEASE,199,Other connective tissue disease,M71561,"Other bursitis, not elsewhere classified, right knee"
CONECTIVEDISEASE,199,Other connective tissue disease,M71562,"Other bursitis, not elsewhere classified, left knee"
CONECTIVEDISEASE,199,Other connective tissue disease,M71569,"Other bursitis, not elsewhere classified, unspecified knee"
CONECTIVEDISEASE,199,Other connective tissue disease,M71571,"Oth bursitis, not elsewhere classified, right ankle and foot"
CONECTIVEDISEASE,199,Other connective tissue disease,M71572,"Oth bursitis, not elsewhere classified, left ankle and foot"
CONECTIVEDISEASE,199,Other connective tissue disease,M71579,"Oth bursitis, not elsewhere classified, unsp ankle and foot"
CONECTIVEDISEASE,199,Other connective tissue disease,M7158,"Other bursitis, not elsewhere classified, other site"
CONECTIVEDISEASE,199,Other connective tissue disease,M7180,"Other specified bursopathies, unspecified site"
CONECTIVEDISEASE,199,Other connective tissue disease,M71811,"Other specified bursopathies, right shoulder"
CONECTIVEDISEASE,199,Other connective tissue disease,M71812,"Other specified bursopathies, left shoulder"
CONECTIVEDISEASE,199,Other connective tissue disease,M71819,"Other specified bursopathies, unspecified shoulder"
CONECTIVEDISEASE,199,Other connective tissue disease,M71821,"Other specified bursopathies, right elbow"
CONECTIVEDISEASE,199,Other connective tissue disease,M71822,"Other specified bursopathies, left elbow"
CONECTIVEDISEASE,199,Other connective tissue disease,M71829,"Other specified bursopathies, unspecified elbow"
CONECTIVEDISEASE,199,Other connective tissue disease,M71831,"Other specified bursopathies, right wrist"
CONECTIVEDISEASE,199,Other connective tissue disease,M71832,"Other specified bursopathies, left wrist"
CONECTIVEDISEASE,199,Other connective tissue disease,M71839,"Other specified bursopathies, unspecified wrist"
CONECTIVEDISEASE,199,Other connective tissue disease,M71841,"Other specified bursopathies, right hand"
CONECTIVEDISEASE,199,Other connective tissue disease,M71842,"Other specified bursopathies, left hand"
CONECTIVEDISEASE,199,Other connective tissue disease,M71849,"Other specified bursopathies, unspecified hand"
CONECTIVEDISEASE,199,Other connective tissue disease,M71851,"Other specified bursopathies, right hip"
CONECTIVEDISEASE,199,Other connective tissue disease,M71852,"Other specified bursopathies, left hip"
CONECTIVEDISEASE,199,Other connective tissue disease,M71859,"Other specified bursopathies, unspecified hip"
CONECTIVEDISEASE,199,Other connective tissue disease,M71861,"Other specified bursopathies, right knee"
CONECTIVEDISEASE,199,Other connective tissue disease,M71862,"Other specified bursopathies, left knee"
CONECTIVEDISEASE,199,Other connective tissue disease,M71869,"Other specified bursopathies, unspecified knee"
CONECTIVEDISEASE,199,Other connective tissue disease,M71871,"Other specified bursopathies, right ankle and foot"
CONECTIVEDISEASE,199,Other connective tissue disease,M71872,"Other specified bursopathies, left ankle and foot"
CONECTIVEDISEASE,199,Other connective tissue disease,M71879,"Other specified bursopathies, unspecified ankle and foot"
CONECTIVEDISEASE,199,Other connective tissue disease,M7188,"Other specified bursopathies, other site"
CONECTIVEDISEASE,199,Other connective tissue disease,M7189,"Other specified bursopathies, multiple sites"
CONECTIVEDISEASE,199,Other connective tissue disease,M719,"Bursopathy, unspecified"
CONECTIVEDISEASE,199,Other connective tissue disease,M720,Palmar fascial fibromatosis [Dupuytren]
CONECTIVEDISEASE,199,Other connective tissue disease,M721,Knuckle pads
CONECTIVEDISEASE,199,Other connective tissue disease,M722,Plantar fascial fibromatosis
CONECTIVEDISEASE,199,Other connective tissue disease,M724,Pseudosarcomatous fibromatosis
CONECTIVEDISEASE,199,Other connective tissue disease,M726,Necrotizing fasciitis
CONECTIVEDISEASE,199,Other connective tissue disease,M728,Other fibroblastic disorders
CONECTIVEDISEASE,199,Other connective tissue disease,M729,"Fibroblastic disorder, unspecified"
CONECTIVEDISEASE,199,Other connective tissue disease,M7500,Adhesive capsulitis of unspecified shoulder
CONECTIVEDISEASE,199,Other connective tissue disease,M7501,Adhesive capsulitis of right shoulder
CONECTIVEDISEASE,199,Other connective tissue disease,M7502,Adhesive capsulitis of left shoulder
CONECTIVEDISEASE,199,Other connective tissue disease,M75100,"Unsp rotatr-cuff tear/ruptr of unsp shoulder, not trauma"
CONECTIVEDISEASE,199,Other connective tissue disease,M75101,"Unsp rotatr-cuff tear/ruptr of right shoulder, not trauma"
CONECTIVEDISEASE,199,Other connective tissue disease,M75102,"Unsp rotatr-cuff tear/ruptr of left shoulder, not trauma"
CONECTIVEDISEASE,199,Other connective tissue disease,M75110,"Incmpl rotatr-cuff tear/ruptr of unsp shoulder, not trauma"
CONECTIVEDISEASE,199,Other connective tissue disease,M75111,"Incomplete rotatr-cuff tear/ruptr of r shoulder, not trauma"
CONECTIVEDISEASE,199,Other connective tissue disease,M75112,"Incomplete rotatr-cuff tear/ruptr of l shoulder, not trauma"
CONECTIVEDISEASE,199,Other connective tissue disease,M75120,"Complete rotatr-cuff tear/ruptr of unsp shoulder, not trauma"
CONECTIVEDISEASE,199,Other connective tissue disease,M75121,"Complete rotatr-cuff tear/ruptr of r shoulder, not trauma"
CONECTIVEDISEASE,199,Other connective tissue disease,M75122,"Complete rotatr-cuff tear/ruptr of left shoulder, not trauma"
CONECTIVEDISEASE,199,Other connective tissue disease,M7520,"Bicipital tendinitis, unspecified shoulder"
CONECTIVEDISEASE,199,Other connective tissue disease,M7521,"Bicipital tendinitis, right shoulder"
CONECTIVEDISEASE,199,Other connective tissue disease,M7522,"Bicipital tendinitis, left shoulder"
CONECTIVEDISEASE,199,Other connective tissue disease,M7530,Calcific tendinitis of unspecified shoulder
CONECTIVEDISEASE,199,Other connective tissue disease,M7531,Calcific tendinitis of right shoulder
CONECTIVEDISEASE,199,Other connective tissue disease,M7532,Calcific tendinitis of left shoulder
CONECTIVEDISEASE,199,Other connective tissue disease,M7540,Impingement syndrome of unspecified shoulder
CONECTIVEDISEASE,199,Other connective tissue disease,M7541,Impingement syndrome of right shoulder
CONECTIVEDISEASE,199,Other connective tissue disease,M7542,Impingement syndrome of left shoulder
CONECTIVEDISEASE,199,Other connective tissue disease,M7550,Bursitis of unspecified shoulder
CONECTIVEDISEASE,199,Other connective tissue disease,M7551,Bursitis of right shoulder
CONECTIVEDISEASE,199,Other connective tissue disease,M7552,Bursitis of left shoulder
CONECTIVEDISEASE,199,Other connective tissue disease,M7580,"Other shoulder lesions, unspecified shoulder"
CONECTIVEDISEASE,199,Other connective tissue disease,M7581,"Other shoulder lesions, right shoulder"
CONECTIVEDISEASE,199,Other connective tissue disease,M7582,"Other shoulder lesions, left shoulder"
CONECTIVEDISEASE,199,Other connective tissue disease,M7590,"Shoulder lesion, unspecified, unspecified shoulder"
CONECTIVEDISEASE,199,Other connective tissue disease,M7591,"Shoulder lesion, unspecified, right shoulder"
CONECTIVEDISEASE,199,Other connective tissue disease,M7592,"Shoulder lesion, unspecified, left shoulder"
CONECTIVEDISEASE,199,Other connective tissue disease,M7600,"Gluteal tendinitis, unspecified hip"
CONECTIVEDISEASE,199,Other connective tissue disease,M7601,"Gluteal tendinitis, right hip"
CONECTIVEDISEASE,199,Other connective tissue disease,M7602,"Gluteal tendinitis, left hip"
CONECTIVEDISEASE,199,Other connective tissue disease,M7610,"Psoas tendinitis, unspecified hip"
CONECTIVEDISEASE,199,Other connective tissue disease,M7611,"Psoas tendinitis, right hip"
CONECTIVEDISEASE,199,Other connective tissue disease,M7612,"Psoas tendinitis, left hip"
CONECTIVEDISEASE,199,Other connective tissue disease,M7620,"Iliac crest spur, unspecified hip"
CONECTIVEDISEASE,199,Other connective tissue disease,M7621,"Iliac crest spur, right hip"
CONECTIVEDISEASE,199,Other connective tissue disease,M7622,"Iliac crest spur, left hip"
CONECTIVEDISEASE,199,Other connective tissue disease,M7630,"Iliotibial band syndrome, unspecified leg"
CONECTIVEDISEASE,199,Other connective tissue disease,M7631,"Iliotibial band syndrome, right leg"
CONECTIVEDISEASE,199,Other connective tissue disease,M7632,"Iliotibial band syndrome, left leg"
CONECTIVEDISEASE,199,Other connective tissue disease,M7640,"Tibial collateral bursitis, unspecified leg"
CONECTIVEDISEASE,199,Other connective tissue disease,M7641,"Tibial collateral bursitis [Pellegrini-Stieda], right leg"
CONECTIVEDISEASE,199,Other connective tissue disease,M7642,"Tibial collateral bursitis [Pellegrini-Stieda], left leg"
CONECTIVEDISEASE,199,Other connective tissue disease,M7650,"Patellar tendinitis, unspecified knee"
CONECTIVEDISEASE,199,Other connective tissue disease,M7651,"Patellar tendinitis, right knee"
CONECTIVEDISEASE,199,Other connective tissue disease,M7652,"Patellar tendinitis, left knee"
CONECTIVEDISEASE,199,Other connective tissue disease,M7660,"Achilles tendinitis, unspecified leg"
CONECTIVEDISEASE,199,Other connective tissue disease,M7661,"Achilles tendinitis, right leg"
CONECTIVEDISEASE,199,Other connective tissue disease,M7662,"Achilles tendinitis, left leg"
CONECTIVEDISEASE,199,Other connective tissue disease,M7670,"Peroneal tendinitis, unspecified leg"
CONECTIVEDISEASE,199,Other connective tissue disease,M7671,"Peroneal tendinitis, right leg"
CONECTIVEDISEASE,199,Other connective tissue disease,M7672,"Peroneal tendinitis, left leg"
CONECTIVEDISEASE,199,Other connective tissue disease,M76811,"Anterior tibial syndrome, right leg"
CONECTIVEDISEASE,199,Other connective tissue disease,M76812,"Anterior tibial syndrome, left leg"
CONECTIVEDISEASE,199,Other connective tissue disease,M76819,"Anterior tibial syndrome, unspecified leg"
CONECTIVEDISEASE,199,Other connective tissue disease,M76821,"Posterior tibial tendinitis, right leg"
CONECTIVEDISEASE,199,Other connective tissue disease,M76822,"Posterior tibial tendinitis, left leg"
CONECTIVEDISEASE,199,Other connective tissue disease,M76829,"Posterior tibial tendinitis, unspecified leg"
CONECTIVEDISEASE,199,Other connective tissue disease,M76891,"Oth enthesopathies of right lower limb, excluding foot"
CONECTIVEDISEASE,199,Other connective tissue disease,M76892,"Oth enthesopathies of left lower limb, excluding foot"
CONECTIVEDISEASE,199,Other connective tissue disease,M76899,"Oth enthesopathies of unspecified lower limb, excluding foot"
CONECTIVEDISEASE,199,Other connective tissue disease,M769,"Unspecified enthesopathy, lower limb, excluding foot"
CONECTIVEDISEASE,199,Other connective tissue disease,M7700,"Medial epicondylitis, unspecified elbow"
CONECTIVEDISEASE,199,Other connective tissue disease,M7701,"Medial epicondylitis, right elbow"
CONECTIVEDISEASE,199,Other connective tissue disease,M7702,"Medial epicondylitis, left elbow"
CONECTIVEDISEASE,199,Other connective tissue disease,M7710,"Lateral epicondylitis, unspecified elbow"
CONECTIVEDISEASE,199,Other connective tissue disease,M7711,"Lateral epicondylitis, right elbow"
CONECTIVEDISEASE,199,Other connective tissue disease,M7712,"Lateral epicondylitis, left elbow"
CONECTIVEDISEASE,199,Other connective tissue disease,M7720,"Periarthritis, unspecified wrist"
CONECTIVEDISEASE,199,Other connective tissue disease,M7721,"Periarthritis, right wrist"
CONECTIVEDISEASE,199,Other connective tissue disease,M7722,"Periarthritis, left wrist"
CONECTIVEDISEASE,199,Other connective tissue disease,M7730,"Calcaneal spur, unspecified foot"
CONECTIVEDISEASE,199,Other connective tissue disease,M7731,"Calcaneal spur, right foot"
CONECTIVEDISEASE,199,Other connective tissue disease,M7732,"Calcaneal spur, left foot"
CONECTIVEDISEASE,199,Other connective tissue disease,M7740,"Metatarsalgia, unspecified foot"
CONECTIVEDISEASE,199,Other connective tissue disease,M7741,"Metatarsalgia, right foot"
CONECTIVEDISEASE,199,Other connective tissue disease,M7742,"Metatarsalgia, left foot"
CONECTIVEDISEASE,199,Other connective tissue disease,M7750,Other enthesopathy of unspecified foot
CONECTIVEDISEASE,199,Other connective tissue disease,M7751,Other enthesopathy of right foot
CONECTIVEDISEASE,199,Other connective tissue disease,M7752,Other enthesopathy of left foot
CONECTIVEDISEASE,199,Other connective tissue disease,M778,"Other enthesopathies, not elsewhere classified"
CONECTIVEDISEASE,199,Other connective tissue disease,M779,"Enthesopathy, unspecified"
CONECTIVEDISEASE,199,Other connective tissue disease,M790,"Rheumatism, unspecified"
CONECTIVEDISEASE,199,Other connective tissue disease,M791,Myalgia
CONECTIVEDISEASE,199,Other connective tissue disease,M7910,"Myalgia, unspecified site"
CONECTIVEDISEASE,199,Other connective tissue disease,M7911,Myalgia of mastication muscle
CONECTIVEDISEASE,199,Other connective tissue disease,M7912,"Myalgia of auxiliary muscles, head and neck"
CONECTIVEDISEASE,199,Other connective tissue disease,M7918,"Myalgia, other site"
CONECTIVEDISEASE,199,Other connective tissue disease,M792,"Neuralgia and neuritis, unspecified"
CONECTIVEDISEASE,199,Other connective tissue disease,M793,"Panniculitis, unspecified"
CONECTIVEDISEASE,199,Other connective tissue disease,M794,Hypertrophy of (infrapatellar) fat pad
CONECTIVEDISEASE,199,Other connective tissue disease,M795,Residual foreign body in soft tissue
CONECTIVEDISEASE,199,Other connective tissue disease,M79601,Pain in right arm
CONECTIVEDISEASE,199,Other connective tissue disease,M79602,Pain in left arm
CONECTIVEDISEASE,199,Other connective tissue disease,M79603,"Pain in arm, unspecified"
CONECTIVEDISEASE,199,Other connective tissue disease,M79604,Pain in right leg
CONECTIVEDISEASE,199,Other connective tissue disease,M79605,Pain in left leg
CONECTIVEDISEASE,199,Other connective tissue disease,M79606,"Pain in leg, unspecified"
