DIAGNOSIS_CODE,LONG_DESCRIPTION,SHORT_DESCRIPTION,GROUP1,GROUP2,GROUP3,GROUP_HCUP_ID,GROUP_HCUP,HCUP_ORDER
25803,Multiple endocrine neoplasia [MEN] type IIB,Mult endo neop type IIB,"ENDOCRINE, NUTRITIONAL AND METABOLIC DISEASES, AND IMMUNITY DISORDERS",DISEASES OF OTHER ENDOCRINE GLANDS ,POLYGLANDULAR DYSFUNCTION AND RELATED DISORDERS,36,Cancer of thyroid,36
2581,Other combinations of endocrine dysfunction,Comb endocr dysfunct NEC,"ENDOCRINE, NUTRITIONAL AND METABOLIC DISEASES, AND IMMUNITY DISORDERS",DISEASES OF OTHER ENDOCRINE GLANDS ,POLYGLANDULAR DYSFUNCTION AND RELATED DISORDERS,51,Other endocrine disorders,51
2588,Other specified polyglandular dysfunction,Polyglandul dysfunc NEC,"ENDOCRINE, NUTRITIONAL AND METABOLIC DISEASES, AND IMMUNITY DISORDERS",DISEASES OF OTHER ENDOCRINE GLANDS ,POLYGLANDULAR DYSFUNCTION AND RELATED DISORDERS,51,Other endocrine disorders,51
2589,"Polyglandular dysfunction, unspecified",Polyglandul dysfunc NOS,"ENDOCRINE, NUTRITIONAL AND METABOLIC DISEASES, AND IMMUNITY DISORDERS",DISEASES OF OTHER ENDOCRINE GLANDS ,POLYGLANDULAR DYSFUNCTION AND RELATED DISORDERS,51,Other endocrine disorders,51
2590,"Delay in sexual development and puberty, not elsewhere classified",Delay sexual develop NEC,"ENDOCRINE, NUTRITIONAL AND METABOLIC DISEASES, AND IMMUNITY DISORDERS",DISEASES OF OTHER ENDOCRINE GLANDS ,OTHER ENDOCRINE DISORDERS,51,Other endocrine disorders,51
2591,"Precocious sexual development and puberty, not elsewhere classified",Sexual precocity NEC,"ENDOCRINE, NUTRITIONAL AND METABOLIC DISEASES, AND IMMUNITY DISORDERS",DISEASES OF OTHER ENDOCRINE GLANDS ,OTHER ENDOCRINE DISORDERS,51,Other endocrine disorders,51
2592,Carcinoid syndrome,Carcinoid syndrome,"ENDOCRINE, NUTRITIONAL AND METABOLIC DISEASES, AND IMMUNITY DISORDERS",DISEASES OF OTHER ENDOCRINE GLANDS ,OTHER ENDOCRINE DISORDERS,51,Other endocrine disorders,51
2593,"Ectopic hormone secretion, not elsewhere classified",Ectopic hormone secr NEC,"ENDOCRINE, NUTRITIONAL AND METABOLIC DISEASES, AND IMMUNITY DISORDERS",DISEASES OF OTHER ENDOCRINE GLANDS ,OTHER ENDOCRINE DISORDERS,51,Other endocrine disorders,51
2594,"Dwarfism, not elsewhere classified",Dwarfism NEC,"ENDOCRINE, NUTRITIONAL AND METABOLIC DISEASES, AND IMMUNITY DISORDERS",DISEASES OF OTHER ENDOCRINE GLANDS ,OTHER ENDOCRINE DISORDERS,51,Other endocrine disorders,51
2595,Androgen insensitivity syndrome ,Androgen insensitivity,"ENDOCRINE, NUTRITIONAL AND METABOLIC DISEASES, AND IMMUNITY DISORDERS",DISEASES OF OTHER ENDOCRINE GLANDS ,OTHER ENDOCRINE DISORDERS,51,Other endocrine disorders,51
25950,"Androgen insensitivity, unspecified",Androgen insensitvty NOS,"ENDOCRINE, NUTRITIONAL AND METABOLIC DISEASES, AND IMMUNITY DISORDERS",DISEASES OF OTHER ENDOCRINE GLANDS ,OTHER ENDOCRINE DISORDERS,51,Other endocrine disorders,51
25951,Androgen insensitivity syndrome,Androgen insensitvty syn,"ENDOCRINE, NUTRITIONAL AND METABOLIC DISEASES, AND IMMUNITY DISORDERS",DISEASES OF OTHER ENDOCRINE GLANDS ,OTHER ENDOCRINE DISORDERS,51,Other endocrine disorders,51
25952,Partial androgen insensitivity,Part androgen insnsitvty,"ENDOCRINE, NUTRITIONAL AND METABOLIC DISEASES, AND IMMUNITY DISORDERS",DISEASES OF OTHER ENDOCRINE GLANDS ,OTHER ENDOCRINE DISORDERS,51,Other endocrine disorders,51
2598,Other specified endocrine disorders,Endocrine disorders NEC,"ENDOCRINE, NUTRITIONAL AND METABOLIC DISEASES, AND IMMUNITY DISORDERS",DISEASES OF OTHER ENDOCRINE GLANDS ,OTHER ENDOCRINE DISORDERS,51,Other endocrine disorders,51
2599,Unspecified endocrine disorder,Endocrine disorder NOS,"ENDOCRINE, NUTRITIONAL AND METABOLIC DISEASES, AND IMMUNITY DISORDERS",DISEASES OF OTHER ENDOCRINE GLANDS ,OTHER ENDOCRINE DISORDERS,51,Other endocrine disorders,51
260,Kwashiorkor,Kwashiorkor,"ENDOCRINE, NUTRITIONAL AND METABOLIC DISEASES, AND IMMUNITY DISORDERS",NUTRITIONAL DEFICIENCIES,KWASHIORKOR,52,Nutritional deficiencies,52
261,Nutritional marasmus,Nutritional marasmus,"ENDOCRINE, NUTRITIONAL AND METABOLIC DISEASES, AND IMMUNITY DISORDERS",NUTRITIONAL DEFICIENCIES,NUTRITIONAL MARASMUS,52,Nutritional deficiencies,52
262,Other severe protein-calorie malnutrition,Oth severe malnutrition,"ENDOCRINE, NUTRITIONAL AND METABOLIC DISEASES, AND IMMUNITY DISORDERS",NUTRITIONAL DEFICIENCIES,OTHER SEVERE PROTEIN-CALORIE MALNUTRITION,52,Nutritional deficiencies,52
2630,Malnutrition of moderate degree,Malnutrition mod degree,"ENDOCRINE, NUTRITIONAL AND METABOLIC DISEASES, AND IMMUNITY DISORDERS",NUTRITIONAL DEFICIENCIES,OTHER AND UNSPECIFIED PROTEIN-CALORIE MALNUTRITION,52,Nutritional deficiencies,52
2631,Malnutrition of mild degree,Malnutrition mild degree,"ENDOCRINE, NUTRITIONAL AND METABOLIC DISEASES, AND IMMUNITY DISORDERS",NUTRITIONAL DEFICIENCIES,OTHER AND UNSPECIFIED PROTEIN-CALORIE MALNUTRITION,52,Nutritional deficiencies,52
2632,Arrested development following protein-calorie malnutrition,Arrest devel d/t malnutr,"ENDOCRINE, NUTRITIONAL AND METABOLIC DISEASES, AND IMMUNITY DISORDERS",NUTRITIONAL DEFICIENCIES,OTHER AND UNSPECIFIED PROTEIN-CALORIE MALNUTRITION,52,Nutritional deficiencies,52
2638,Other protein-calorie malnutrition,Protein-cal malnutr NEC,"ENDOCRINE, NUTRITIONAL AND METABOLIC DISEASES, AND IMMUNITY DISORDERS",NUTRITIONAL DEFICIENCIES,OTHER AND UNSPECIFIED PROTEIN-CALORIE MALNUTRITION,52,Nutritional deficiencies,52
2639,Unspecified protein-calorie malnutrition,Protein-cal malnutr NOS,"ENDOCRINE, NUTRITIONAL AND METABOLIC DISEASES, AND IMMUNITY DISORDERS",NUTRITIONAL DEFICIENCIES,OTHER AND UNSPECIFIED PROTEIN-CALORIE MALNUTRITION,52,Nutritional deficiencies,52
2640,Vitamin A deficiency with conjunctival xerosis,Vit A conjunctiv xerosis,"ENDOCRINE, NUTRITIONAL AND METABOLIC DISEASES, AND IMMUNITY DISORDERS",NUTRITIONAL DEFICIENCIES,VITAMIN A DEFICIENCY,52,Nutritional deficiencies,52
33722,Reflex sympathetic dystrophy of the lower limb,Rflx sym dystrph lwr lmb,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,HEREDITARY AND DEGENERATIVE DISEASES OF THE CENTRAL NERVOUS SYSTEM,DISORDERS OF THE AUTONOMIC NERVOUS SYSTEM,95,Other nervous system disorders,84
33729,Reflex sympathetic dystrophy of other specified site,Rflx sym dystrph oth st,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,HEREDITARY AND DEGENERATIVE DISEASES OF THE CENTRAL NERVOUS SYSTEM,DISORDERS OF THE AUTONOMIC NERVOUS SYSTEM,95,Other nervous system disorders,84
3373,Autonomic dysreflexia,Autonomic dysreflexia,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,HEREDITARY AND DEGENERATIVE DISEASES OF THE CENTRAL NERVOUS SYSTEM,DISORDERS OF THE AUTONOMIC NERVOUS SYSTEM,81,Other hereditary and degenerative nervous system conditions,70
3379,Unspecified disorder of autonomic nervous system,Autonomic nerve dis NEC,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,HEREDITARY AND DEGENERATIVE DISEASES OF THE CENTRAL NERVOUS SYSTEM,DISORDERS OF THE AUTONOMIC NERVOUS SYSTEM,81,Other hereditary and degenerative nervous system conditions,70
3380,Central pain syndrome,Central pain syndrome,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,PAIN ,"PAIN, NOT ELSEWHERE CLASSIFIED",95,Other nervous system disorders,84
33811,Acute pain due to trauma,Acute pain due to trauma,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,PAIN ,"PAIN, NOT ELSEWHERE CLASSIFIED",95,Other nervous system disorders,84
33812,Acute post-thoracotomy pain,Acute post-thoracot pain,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,PAIN ,"PAIN, NOT ELSEWHERE CLASSIFIED",95,Other nervous system disorders,84
33818,Other acute postoperative pain,Acute postop pain NEC,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,PAIN ,"PAIN, NOT ELSEWHERE CLASSIFIED",95,Other nervous system disorders,84
33819,Other acute pain,Acute pain NEC,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,PAIN ,"PAIN, NOT ELSEWHERE CLASSIFIED",95,Other nervous system disorders,84
33821,Chronic pain due to trauma,Chronc pain d/t trauma,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,PAIN ,"PAIN, NOT ELSEWHERE CLASSIFIED",95,Other nervous system disorders,84
33822,Chronic post-thoracotomy pain,Chron post-thoracot pain,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,PAIN ,"PAIN, NOT ELSEWHERE CLASSIFIED",95,Other nervous system disorders,84
33828,Other chronic postoperative pain,Chronic postop pain NEC,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,PAIN ,"PAIN, NOT ELSEWHERE CLASSIFIED",95,Other nervous system disorders,84
33829,Other chronic pain,Chronic pain NEC,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,PAIN ,"PAIN, NOT ELSEWHERE CLASSIFIED",95,Other nervous system disorders,84
3383,Neoplasm related pain (acute) (chronic),Neoplasm related pain,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,PAIN ,"PAIN, NOT ELSEWHERE CLASSIFIED",95,Other nervous system disorders,84
3384,Chronic pain syndrome,Chronic pain syndrome,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,PAIN ,"PAIN, NOT ELSEWHERE CLASSIFIED",95,Other nervous system disorders,84
33900,"Cluster headache syndrome, unspecified",Cluster headache syn NOS,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,OTHER HEADACHE SYNDROMES ,OTHER HEADACHE SYNDROMES,84,Headache; including migraine,73
33901,Episodic cluster headache,Episodc cluster headache,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,OTHER HEADACHE SYNDROMES ,OTHER HEADACHE SYNDROMES,84,Headache; including migraine,73
33902,Chronic cluster headache,Chronic cluster headache,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,OTHER HEADACHE SYNDROMES ,OTHER HEADACHE SYNDROMES,84,Headache; including migraine,73
33903,Episodic paroxysmal hemicrania,Episdc paroxyml hemicran,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,OTHER HEADACHE SYNDROMES ,OTHER HEADACHE SYNDROMES,84,Headache; including migraine,73
33904,Chronic paroxysmal hemicrania,Chr paroxysml hemicrania,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,OTHER HEADACHE SYNDROMES ,OTHER HEADACHE SYNDROMES,84,Headache; including migraine,73
33905,Short lasting unilateral neuralgiform headache with conjunctival injection and tearing,Shrt lst uni nral hdache,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,OTHER HEADACHE SYNDROMES ,OTHER HEADACHE SYNDROMES,84,Headache; including migraine,73
33909,Other trigeminal autonomic cephalgias,Trigem autonmc cephl NEC,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,OTHER HEADACHE SYNDROMES ,OTHER HEADACHE SYNDROMES,84,Headache; including migraine,73
33910,"Tension type headache, unspecified",Tension headache NOS,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,OTHER HEADACHE SYNDROMES ,OTHER HEADACHE SYNDROMES,84,Headache; including migraine,73
33911,Episodic tension type headache,Episdic tension headache,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,OTHER HEADACHE SYNDROMES ,OTHER HEADACHE SYNDROMES,84,Headache; including migraine,73
33912,Chronic tension type headache,Chronic tension headache,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,OTHER HEADACHE SYNDROMES ,OTHER HEADACHE SYNDROMES,84,Headache; including migraine,73
33920,"Post-traumatic headache, unspecified",Post-trauma headache NOS,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,OTHER HEADACHE SYNDROMES ,OTHER HEADACHE SYNDROMES,84,Headache; including migraine,73
33921,Acute post-traumatic headache,Ac post-trauma headache,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,OTHER HEADACHE SYNDROMES ,OTHER HEADACHE SYNDROMES,84,Headache; including migraine,73
33922,Chronic post-traumatic headache,Chr post-trauma headache,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,OTHER HEADACHE SYNDROMES ,OTHER HEADACHE SYNDROMES,84,Headache; including migraine,73
3393,"Drug induced headache, not elsewhere classified",Drug induce headache NEC,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,OTHER HEADACHE SYNDROMES ,OTHER HEADACHE SYNDROMES,84,Headache; including migraine,73
33941,Hemicrania continua,Hemicrania continua,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,OTHER HEADACHE SYNDROMES ,OTHER HEADACHE SYNDROMES,84,Headache; including migraine,73
33942,New daily persistent headache,New daily pers headache,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,OTHER HEADACHE SYNDROMES ,OTHER HEADACHE SYNDROMES,84,Headache; including migraine,73
33943,Primary thunderclap headache,Prim thnderclap headache,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,OTHER HEADACHE SYNDROMES ,OTHER HEADACHE SYNDROMES,84,Headache; including migraine,73
33944,Other complicated headache syndrome,Comp headache synd NEC,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,OTHER HEADACHE SYNDROMES ,OTHER HEADACHE SYNDROMES,84,Headache; including migraine,73
33981,Hypnic headache,Hypnic headache,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,OTHER HEADACHE SYNDROMES ,OTHER HEADACHE SYNDROMES,84,Headache; including migraine,73
33982,Headache associated with sexual activity,Headache w sex activity,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,OTHER HEADACHE SYNDROMES ,OTHER HEADACHE SYNDROMES,84,Headache; including migraine,73
33983,Primary cough headache,Primary cough headache,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,OTHER HEADACHE SYNDROMES ,OTHER HEADACHE SYNDROMES,84,Headache; including migraine,73
33984,Primary exertional headache,Prim exertion headache,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,OTHER HEADACHE SYNDROMES ,OTHER HEADACHE SYNDROMES,84,Headache; including migraine,73
33985,Primary stabbing headache,Prim stabbing headache,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,OTHER HEADACHE SYNDROMES ,OTHER HEADACHE SYNDROMES,84,Headache; including migraine,73
33989,Other headache syndromes,Headache syndrome NEC,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,OTHER HEADACHE SYNDROMES ,OTHER HEADACHE SYNDROMES,84,Headache; including migraine,73
340,Multiple sclerosis,Multiple sclerosis,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,OTHER DISORDERS OF THE CENTRAL NERVOUS SYSTEM,MULTIPLE SCLEROSIS,80,Multiple sclerosis,69
3410,Neuromyelitis optica,Neuromyelitis optica,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,OTHER DISORDERS OF THE CENTRAL NERVOUS SYSTEM,OTHER DEMYELINATING DISEASES OF CENTRAL NERVOUS SYSTEM,95,Other nervous system disorders,84
3411,Schilder's disease,Schilder's disease,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,OTHER DISORDERS OF THE CENTRAL NERVOUS SYSTEM,OTHER DEMYELINATING DISEASES OF CENTRAL NERVOUS SYSTEM,95,Other nervous system disorders,84
34120,Acute (transverse) myelitis NOS,Acute myelitis NOS,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,OTHER DISORDERS OF THE CENTRAL NERVOUS SYSTEM,OTHER DEMYELINATING DISEASES OF CENTRAL NERVOUS SYSTEM,77,Encephalitis (except that caused by tuberculosis or sexually transmitted disease),66
34121,Acute (transverse) myelitis in conditions classified elsewhere,Acute myelitis oth cond,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,OTHER DISORDERS OF THE CENTRAL NERVOUS SYSTEM,OTHER DEMYELINATING DISEASES OF CENTRAL NERVOUS SYSTEM,77,Encephalitis (except that caused by tuberculosis or sexually transmitted disease),66
34122,Idiopathic transverse myelitis,Idiopathc trans myelitis,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,OTHER DISORDERS OF THE CENTRAL NERVOUS SYSTEM,OTHER DEMYELINATING DISEASES OF CENTRAL NERVOUS SYSTEM,77,Encephalitis (except that caused by tuberculosis or sexually transmitted disease),66
3418,Other demyelinating diseases of central nervous system,Cns demyelination NEC,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,OTHER DISORDERS OF THE CENTRAL NERVOUS SYSTEM,OTHER DEMYELINATING DISEASES OF CENTRAL NERVOUS SYSTEM,95,Other nervous system disorders,84
3419,"Demyelinating disease of central nervous system, unspecified",Cns demyelination NOS,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,OTHER DISORDERS OF THE CENTRAL NERVOUS SYSTEM,OTHER DEMYELINATING DISEASES OF CENTRAL NERVOUS SYSTEM,95,Other nervous system disorders,84
34200,Flaccid hemiplegia and hemiparesis affecting unspecified side,Flccd hmiplga unspf side,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,OTHER DISORDERS OF THE CENTRAL NERVOUS SYSTEM,HEMIPLEGIA AND HEMIPARESIS,82,Paralysis,71
34201,Flaccid hemiplegia and hemiparesis affecting dominant side,Flccd hmiplga domnt side,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,OTHER DISORDERS OF THE CENTRAL NERVOUS SYSTEM,HEMIPLEGIA AND HEMIPARESIS,82,Paralysis,71
34202,Flaccid hemiplegia and hemiparesis affecting nondominant side,Flccd hmiplg nondmnt sde,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,OTHER DISORDERS OF THE CENTRAL NERVOUS SYSTEM,HEMIPLEGIA AND HEMIPARESIS,82,Paralysis,71
34210,Spastic hemiplegia and hemiparesis affecting unspecified side,Spstc hmiplga unspf side,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,OTHER DISORDERS OF THE CENTRAL NERVOUS SYSTEM,HEMIPLEGIA AND HEMIPARESIS,82,Paralysis,71
34211,Spastic hemiplegia and hemiparesis affecting dominant side,Spstc hmiplga domnt side,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,OTHER DISORDERS OF THE CENTRAL NERVOUS SYSTEM,HEMIPLEGIA AND HEMIPARESIS,82,Paralysis,71
34212,Spastic hemiplegia and hemiparesis affecting nondominant side,Spstc hmiplg nondmnt sde,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,OTHER DISORDERS OF THE CENTRAL NERVOUS SYSTEM,HEMIPLEGIA AND HEMIPARESIS,82,Paralysis,71
34280,Other specified hemiplegia and hemiparesis affecting unspecified side,Ot sp hmiplga unspf side,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,OTHER DISORDERS OF THE CENTRAL NERVOUS SYSTEM,HEMIPLEGIA AND HEMIPARESIS,82,Paralysis,71
34281,Other specified hemiplegia and hemiparesis affecting dominant side,Ot sp hmiplga domnt side,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,OTHER DISORDERS OF THE CENTRAL NERVOUS SYSTEM,HEMIPLEGIA AND HEMIPARESIS,82,Paralysis,71
34282,Other specified hemiplegia and hemiparesis affecting nondominant side,Ot sp hmiplg nondmnt sde,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,OTHER DISORDERS OF THE CENTRAL NERVOUS SYSTEM,HEMIPLEGIA AND HEMIPARESIS,82,Paralysis,71
34290,"Hemiplegia, unspecified, affecting unspecified side",Unsp hemiplga unspf side,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,OTHER DISORDERS OF THE CENTRAL NERVOUS SYSTEM,HEMIPLEGIA AND HEMIPARESIS,82,Paralysis,71
34291,"Hemiplegia, unspecified, affecting dominant side",Unsp hemiplga domnt side,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,OTHER DISORDERS OF THE CENTRAL NERVOUS SYSTEM,HEMIPLEGIA AND HEMIPARESIS,82,Paralysis,71
34292,"Hemiplegia, unspecified, affecting nondominant side",Unsp hmiplga nondmnt sde,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,OTHER DISORDERS OF THE CENTRAL NERVOUS SYSTEM,HEMIPLEGIA AND HEMIPARESIS,82,Paralysis,71
3430,Congenital diplegia,Congenital diplegia,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,OTHER DISORDERS OF THE CENTRAL NERVOUS SYSTEM,INFANTILE CEREBRAL PALSY,82,Paralysis,71
3431,Congenital hemiplegia,Congenital hemiplegia,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,OTHER DISORDERS OF THE CENTRAL NERVOUS SYSTEM,INFANTILE CEREBRAL PALSY,82,Paralysis,71
3432,Congenital quadriplegia,Congenital quadriplegia,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,OTHER DISORDERS OF THE CENTRAL NERVOUS SYSTEM,INFANTILE CEREBRAL PALSY,82,Paralysis,71
3433,Congenital monoplegia,Congenital monoplegia,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,OTHER DISORDERS OF THE CENTRAL NERVOUS SYSTEM,INFANTILE CEREBRAL PALSY,82,Paralysis,71
3434,Infantile hemiplegia,Infantile hemiplegia,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,OTHER DISORDERS OF THE CENTRAL NERVOUS SYSTEM,INFANTILE CEREBRAL PALSY,82,Paralysis,71
3438,Other specified infantile cerebral palsy,Cerebral palsy NEC,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,OTHER DISORDERS OF THE CENTRAL NERVOUS SYSTEM,INFANTILE CEREBRAL PALSY,82,Paralysis,71
3439,"Infantile cerebral palsy, unspecified",Cerebral palsy NOS,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,OTHER DISORDERS OF THE CENTRAL NERVOUS SYSTEM,INFANTILE CEREBRAL PALSY,82,Paralysis,71
34400,"Quadriplegia, unspecified","Quadriplegia, unspecifd",DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,OTHER DISORDERS OF THE CENTRAL NERVOUS SYSTEM,OTHER PARALYTIC SYNDROMES,82,Paralysis,71
34401,"Quadriplegia, C1-C4, complete","Quadrplg c1-c4, complete",DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,OTHER DISORDERS OF THE CENTRAL NERVOUS SYSTEM,OTHER PARALYTIC SYNDROMES,82,Paralysis,71
37993,Redness or discharge of eye,Redness/discharge of eye,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,DISORDERS OF THE EYE AND ADNEXA,OTHER DISORDERS OF EYE,91,Other eye disorders,80
37999,Other ill-defined disorders of eye,Ill-defined eye dis NEC,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,DISORDERS OF THE EYE AND ADNEXA,OTHER DISORDERS OF EYE,91,Other eye disorders,80
38000,"Perichondritis of pinna, unspecified",Perichondritis pinna NOS,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,DISEASES OF THE EAR AND MASTOID PROCESS,DISORDERS OF EXTERNAL EAR,94,Other ear and sense organ disorders,83
38001,Acute perichondritis of pinna,Ac perichondritis pinna,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,DISEASES OF THE EAR AND MASTOID PROCESS,DISORDERS OF EXTERNAL EAR,94,Other ear and sense organ disorders,83
38002,Chronic perichondritis of pinna,Chr perichondritis pinna,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,DISEASES OF THE EAR AND MASTOID PROCESS,DISORDERS OF EXTERNAL EAR,94,Other ear and sense organ disorders,83
38003,Chondritis of pinna,Chondritis of pinna,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,DISEASES OF THE EAR AND MASTOID PROCESS,DISORDERS OF EXTERNAL EAR,94,Other ear and sense organ disorders,83
38010,"Infective otitis externa, unspecified",Infec otitis externa NOS,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,DISEASES OF THE EAR AND MASTOID PROCESS,DISORDERS OF EXTERNAL EAR,94,Other ear and sense organ disorders,83
38011,Acute infection of pinna,Acute infection of pinna,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,DISEASES OF THE EAR AND MASTOID PROCESS,DISORDERS OF EXTERNAL EAR,94,Other ear and sense organ disorders,83
38012,Acute swimmers' ear,Acute swimmers' ear,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,DISEASES OF THE EAR AND MASTOID PROCESS,DISORDERS OF EXTERNAL EAR,94,Other ear and sense organ disorders,83
38013,Other acute infections of external ear,Ac infect extern ear NEC,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,DISEASES OF THE EAR AND MASTOID PROCESS,DISORDERS OF EXTERNAL EAR,94,Other ear and sense organ disorders,83
38014,Malignant otitis externa,Malignant otitis externa,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,DISEASES OF THE EAR AND MASTOID PROCESS,DISORDERS OF EXTERNAL EAR,94,Other ear and sense organ disorders,83
38015,Chronic mycotic otitis externa,Chr mycot otitis externa,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,DISEASES OF THE EAR AND MASTOID PROCESS,DISORDERS OF EXTERNAL EAR,94,Other ear and sense organ disorders,83
38016,Other chronic infective otitis externa,Chr inf otit externa NEC,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,DISEASES OF THE EAR AND MASTOID PROCESS,DISORDERS OF EXTERNAL EAR,94,Other ear and sense organ disorders,83
38021,Cholesteatoma of external ear,Cholesteatoma extern ear,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,DISEASES OF THE EAR AND MASTOID PROCESS,DISORDERS OF EXTERNAL EAR,94,Other ear and sense organ disorders,83
38022,Other acute otitis externa,Acute otitis externa NEC,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,DISEASES OF THE EAR AND MASTOID PROCESS,DISORDERS OF EXTERNAL EAR,94,Other ear and sense organ disorders,83
38023,Other chronic otitis externa,Chr otitis externa NEC,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,DISEASES OF THE EAR AND MASTOID PROCESS,DISORDERS OF EXTERNAL EAR,94,Other ear and sense organ disorders,83
38030,"Disorder of pinna, unspecified",Disorder of pinna NOS,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,DISEASES OF THE EAR AND MASTOID PROCESS,DISORDERS OF EXTERNAL EAR,94,Other ear and sense organ disorders,83
